Age,Annual_Premium,Vintage,Gender,Driving_License,Previously_Insured
0.34375,0.7437307629830747,0.5674740484429066,0,1,0
0.390625,0.768185375753395,0.2041522491349481,0,1,0
0.375,0.4926870328529748,0.6885813148788927,1,1,0
0.3125,0.43635197596730946,0.1314878892733564,1,1,0
0.234375,0.0,0.2941176470588235,1,1,0
0.03125,0.5825564690171955,0.8373702422145329,0,1,0
0.09375,0.34781581406730927,0.7231833910034603,0,1,1
0.046875,0.5879739505211795,0.048442906574394456,1,1,1
0.34375,0.4600302518242863,0.14878892733564014,0,1,0
0.5,0.503724518533989,0.7716262975778547,1,1,0
0.0625,0.46401319772752686,0.32525951557093424,0,1,1
0.140625,0.4589838846802146,0.4359861591695502,1,1,1
0.046875,0.47086521483225424,0.10034602076124569,1,1,0
0.734375,0.5426595024271077,0.058823529411764705,1,1,0
0.0,0.7908172844663001,0.7162629757785468,0,1,0
0.015625,0.2567143649753914,0.6089965397923875,1,1,0
0.0625,0.39451416709386294,0.3391003460207612,1,1,1
0.03125,0.3991553116845034,0.795847750865052,0,1,0
0.625,0.38644701395085873,0.03806228373702422,1,1,0
0.671875,0.6166984163148891,0.21453287197231835,0,1,0
0.078125,0.0,0.031141868512110732,0,1,1
0.078125,0.3817383618025362,0.5882352941176471,1,1,1
0.0625,0.3555791832007443,0.2214532871972318,0,1,1
0.734375,0.5463724180996201,0.18339100346020762,0,1,0
0.359375,0.4590682691273172,0.7612456747404844,1,1,0
0.046875,0.0,0.9134948096885813,1,1,1
0.0,0.0,0.9653979238754326,0,1,1
0.078125,0.6802230280936922,0.03460207612456748,1,1,0
0.3125,0.5133612223931008,0.8788927335640139,0,1,1
0.109375,0.4528575738205691,0.22837370242214536,1,1,1
0.625,0.0,0.9619377162629759,1,1,0
0.84375,0.48591940019535,0.2975778546712803,0,1,1
0.328125,0.8312374346284237,0.8062283737024222,0,1,0
0.859375,0.46981884768818255,0.8166089965397925,0,1,1
0.078125,0.3697726472033939,0.40830449826989623,0,1,1
0.796875,0.6123441788443973,0.4186851211072664,1,1,0
0.078125,0.43479930214062246,0.048442906574394456,1,1,1
0.03125,0.39859837433362655,0.629757785467128,0,1,1
0.5625,0.6549245708523462,0.9619377162629759,1,1,0
0.484375,0.6078042955902798,0.11764705882352941,1,1,0
0.0625,0.4765864803458075,0.3598615916955017,0,1,0
0.296875,0.4961299182947591,0.22837370242214536,1,1,0
0.484375,0.543098301552041,0.21799307958477507,1,1,1
0.28125,0.5631649230730285,0.25605536332179935,0,1,0
0.1875,0.9210056094561212,0.9169550173010381,1,1,1
0.125,0.7970954873307302,0.8062283737024222,0,1,1
0.1875,0.5110997192107524,0.3010380622837371,0,1,0
0.609375,0.5068129892979426,0.5882352941176471,0,1,0
0.0625,0.0,0.47404844290657444,1,1,1
0.546875,0.0,0.5605536332179931,1,1,1
0.140625,0.0,0.3806228373702423,1,1,0
0.765625,0.4605703122857426,0.8581314878892734,1,1,0
0.3125,0.41795616649895256,0.795847750865052,1,1,0
0.09375,0.45900076156963515,0.40138408304498274,1,1,0
0.03125,0.5602789749821211,0.7577854671280277,1,1,1
0.5625,0.0,0.5916955017301039,0,1,1
0.640625,0.0,0.3806228373702423,1,1,0
0.375,0.5377820813845801,0.01730103806228374,0,1,1
0.71875,0.63754137474922,0.18339100346020762,0,1,1
0.421875,0.49159003504064164,0.8269896193771626,1,1,1
0.03125,0.4314070473670998,0.370242214532872,1,1,1
0.140625,0.5685148970193304,0.9930795847750865,1,1,0
0.015625,0.3989865427902983,0.2802768166089965,0,1,1
0.375,0.0,0.24221453287197234,1,1,0
0.0625,0.4355925159433865,0.7301038062283738,0,1,1
0.46875,0.5834509441564826,0.4325259515570934,0,1,1
0.046875,0.3411325658567869,0.7474048442906575,0,1,1
0.765625,1.0,0.7093425605536333,1,1,1
0.046875,0.6287653922505544,0.6643598615916956,0,1,0
0.078125,0.46116100341546046,0.7716262975778547,1,1,1
0.40625,0.7036143968305203,0.7197231833910035,1,1,0
0.5,0.49913400461161,0.8788927335640139,1,1,0
0.03125,0.0,0.370242214532872,0,1,0
0.40625,0.41550901753297853,0.2041522491349481,1,1,1
0.046875,0.6570510589193307,0.08304498269896193,1,1,0
0.265625,0.0,0.8650519031141869,1,1,0
0.34375,1.0,0.8062283737024222,0,1,0
0.484375,0.0,0.9653979238754326,0,1,0
0.578125,0.688610842135686,0.8788927335640139,1,1,0
0.640625,0.38869164024378666,0.24567474048442908,1,1,0
0.578125,0.0,0.06228373702422145,0,1,0
0.734375,0.0,0.7612456747404844,1,1,0
0.140625,0.4062267283516975,0.013840830449826987,0,1,1
0.4375,0.4026825815733902,0.8339100346020761,1,1,0
0.046875,0.3967587933867909,0.8200692041522492,1,1,1
0.421875,0.0,0.12110726643598616,1,1,1
0.3125,0.0,0.4394463667820069,1,1,0
0.3125,0.36680231466538404,0.39792387543252594,0,1,0
0.140625,0.0,0.754325259515571,0,1,0
0.15625,0.6337778284084461,0.8892733564013842,1,1,1
0.15625,0.0,0.0657439446366782,0,1,0
0.703125,0.6860455549437684,0.05536332179930796,0,1,0
0.515625,0.5168547385031466,0.5951557093425606,1,1,0
0.625,0.6036525807928341,0.2975778546712803,1,1,1
0.03125,0.4339217038907559,1.0,0,1,1
0.59375,0.7482875231266126,0.21453287197231835,1,1,0
0.15625,0.0,0.4186851211072664,1,1,0
0.59375,0.0,0.782006920415225,0,1,0
0.390625,0.4844679877051861,0.9550173010380624,0,1,0
0.0625,0.0,0.5709342560553634,0,1,0
0.015625,0.2681737728919183,0.3494809688581315,0,1,0
0.234375,0.4878771193681292,0.14186851211072665,0,1,0
0.125,0.5449885131671383,0.2802768166089965,0,1,1
0.125,0.0,0.39792387543252594,0,1,1
0.015625,0.0,0.6712802768166091,1,1,0
0.125,0.7129641935694833,0.1903114186851211,0,1,0
0.078125,0.0,0.39446366782006925,0,1,0
0.03125,0.8420723976363917,0.5155709342560554,0,1,1
0.046875,0.41861436518635253,0.024221453287197228,0,1,1
0.546875,0.5852230175456362,0.8512110726643599,0,1,0
0.15625,0.48483927927243736,0.8200692041522492,0,1,0
0.140625,0.37382310066431657,0.5259515570934257,0,1,0
0.28125,0.6517179618624492,0.7612456747404844,1,1,0
0.171875,0.6030281358842753,0.726643598615917,1,1,1
0.671875,0.5493933813058915,0.9273356401384084,1,1,0
0.34375,0.0,0.6366782006920416,1,1,1
0.421875,0.5453598047343895,0.5916955017301039,1,1,0
0.046875,0.0,0.370242214532872,0,1,1
0.25,0.426394611209208,0.754325259515571,0,1,0
0.109375,0.0,0.9653979238754326,1,1,1
0.34375,0.6875307212127734,0.5951557093425606,1,1,0
0.078125,0.37794106168292124,0.47058823529411764,0,1,1
0.40625,0.3500266865813962,0.2318339100346021,0,1,0
0.0625,0.5762782661527655,0.25951557093425603,1,1,1
0.578125,0.0,0.2664359861591695,1,1,0
0.046875,0.8275245189559113,0.8581314878892734,0,1,1
0.046875,0.4476594918790518,0.4325259515570934,0,1,1
0.015625,0.30071241569466334,0.7197231833910035,0,1,0
0.0625,0.4079988017408511,0.5986159169550174,0,1,1
0.390625,0.9631134485602959,0.24567474048442908,1,1,1
0.5625,0.5110828423213318,0.8892733564013842,0,1,0
0.421875,0.0,0.1314878892733564,1,1,0
0.09375,0.8119133962419387,0.6955017301038062,1,1,1
0.5625,0.3733843015393833,0.4221453287197232,1,1,0
0.0625,0.35120806884083194,0.9723183391003462,0,1,1
0.3125,0.0,0.8927335640138409,1,1,0
0.703125,0.5652745342505924,0.32871972318339104,1,0,0
0.328125,0.6163946323053199,0.8200692041522492,0,1,0
0.21875,0.6192130728385452,0.3633217993079585,0,1,0
0.03125,0.5442121762537947,0.6193771626297578,0,1,0
0.03125,0.34363034549102256,0.9792387543252595,1,1,0
0.078125,0.8651431054742301,0.7335640138408305,0,1,1
0.34375,0.4289261446222847,0.5709342560553634,1,1,0
0.109375,1.0,0.1903114186851211,1,1,1
0.578125,0.4949316591459028,0.6124567474048443,0,1,0
0.71875,0.39189824923368377,0.058823529411764705,1,1,1
0.3125,0.5715358602256019,0.5190311418685122,0,1,0
0.0625,0.45879823889658894,0.024221453287197228,0,1,1
0.484375,0.0,0.6470588235294118,1,1,0
0.234375,0.4393223085053194,0.31141868512110726,0,1,1
0.78125,0.0,0.9065743944636678,1,1,0
0.359375,0.8041331502190832,0.7370242214532873,1,1,0
0.140625,0.0,0.5674740484429066,0,1,0
0.078125,0.5402967379082362,0.32871972318339104,1,1,1
0.125,0.3881684566717508,0.031141868512110732,1,1,1
0.515625,0.9931205579499645,0.5536332179930796,1,1,1
0.078125,0.788268874163803,0.48096885813148793,1,1,0
0.65625,0.35090428483126274,0.4948096885813149,1,1,1
0.65625,0.8898846253646991,0.5294117647058824,1,1,0
0.03125,0.4633718759295475,0.9238754325259516,0,1,0
0.265625,0.7348366422584655,0.7681660899653979,1,1,1
0.34375,0.6282422086785185,0.4325259515570934,1,1,0
0.578125,0.5702869704084841,0.4186851211072664,1,1,1
0.453125,0.7205081631404516,0.10726643598615918,0,1,0
0.3125,0.4757932665430435,0.3667820069204152,1,1,0
0.53125,0.0,0.08304498269896193,1,1,0
0.8125,0.0,0.45328719723183397,0,1,0
0.078125,0.49555610405446177,0.9100346020761246,1,1,1
0.203125,0.5467943403351329,0.6124567474048443,0,1,0
0.09375,0.49520168937663106,0.5605536332179931,0,1,1
0.03125,0.6465367568103524,0.8892733564013842,0,1,0
0.078125,0.3325928598100084,0.9238754325259516,0,1,1
0.03125,0.45145679199866673,0.370242214532872,0,1,0
0.03125,0.3616548633921282,0.46366782006920415,0,1,1
0.375,0.27440134508808683,0.5951557093425606,0,1,0
0.078125,0.329639404161419,0.1384083044982699,1,1,1
0.484375,0.8516415939378215,0.6332179930795848,1,1,1
0.78125,0.4426976863894216,0.6124567474048443,0,1,0
0.046875,0.6590256549815304,0.9826989619377163,0,1,1
0.140625,0.3688444182852659,0.9273356401384084,0,1,0
0.734375,0.4223104039694444,0.8442906574394464,1,1,0
0.125,0.5472837701283277,0.25605536332179935,0,1,1
0.359375,0.0,0.45674740484429066,1,1,0
0.546875,0.6090194316285567,0.2906574394463668,0,1,1
0.390625,0.48693201356058063,0.6920415224913495,0,1,1
0.015625,0.5338835199284421,0.7508650519031143,0,1,0
0.453125,0.4470350469704929,0.8027681660899655,1,1,0
0.5625,0.3898730225032224,0.4429065743944637,0,1,0
0.546875,0.7183985519628878,0.7197231833910035,1,1,0
0.625,0.696374211269121,0.356401384083045,1,1,0
0.078125,0.4901554994398983,0.45674740484429066,1,1,1
0.328125,1.0,0.7750865051903114,0,1,1
0.203125,0.51366500640267,0.4117647058823529,0,1,1
