id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
300785,Female,22,1,3.0,1,< 1 Year,No,28670.0,152.0,248,0
157963,Female,25,1,11.0,1,< 1 Year,No,23710.0,152.0,172,0
31240,Female,27,1,46.0,1,< 1 Year,No,29325.0,152.0,201,0
267174,Male,48,1,28.0,0,1-2 Year,Yes,36990.0,124.0,165,1
301140,Male,51,1,28.0,0,< 1 Year,Yes,28530.0,124.0,238,1
350220,Female,21,1,8.0,0,< 1 Year,Yes,41987.0,152.0,35,0
186304,Female,33,1,45.0,0,1-2 Year,Yes,30047.0,124.0,57,0
5296,Male,48,1,28.0,1,1-2 Year,No,49248.0,11.0,43,0
125229,Female,41,1,28.0,0,1-2 Year,Yes,29636.0,26.0,138,0
3019,Female,26,1,33.0,1,< 1 Year,No,31389.0,152.0,62,0
200066,Female,22,1,30.0,1,< 1 Year,No,22754.0,152.0,243,0
109177,Male,44,1,4.0,0,1-2 Year,Yes,21703.0,163.0,235,1
90439,Female,46,1,28.0,0,1-2 Year,Yes,39741.0,122.0,182,0
213165,Male,50,1,28.0,0,> 2 Years,Yes,31551.0,26.0,71,0
223840,Male,37,1,29.0,0,1-2 Year,No,34331.0,124.0,119,0
49280,Female,83,1,28.0,1,1-2 Year,Yes,46692.0,26.0,143,0
179086,Female,33,1,28.0,0,< 1 Year,No,2630.0,154.0,282,0
51255,Female,59,1,28.0,0,1-2 Year,Yes,2630.0,157.0,252,0
145679,Male,42,1,8.0,0,1-2 Year,Yes,39958.0,124.0,219,0
16005,Male,50,1,28.0,0,1-2 Year,Yes,55342.0,26.0,101,0
270422,Male,43,1,29.0,1,1-2 Year,No,34467.0,135.0,72,0
162210,Male,21,1,21.0,1,< 1 Year,No,33569.0,152.0,223,0
281197,Female,24,1,28.0,0,< 1 Year,Yes,27960.0,152.0,123,0
116528,Male,27,1,9.0,1,< 1 Year,No,42118.0,152.0,214,0
242695,Male,47,1,28.0,0,1-2 Year,Yes,28446.0,26.0,229,1
10253,Female,22,1,10.0,0,< 1 Year,Yes,26283.0,160.0,28,0
189194,Female,51,1,28.0,0,1-2 Year,Yes,48345.0,26.0,199,0
89773,Male,23,1,47.0,1,< 1 Year,No,28570.0,152.0,257,0
351802,Female,20,1,8.0,0,< 1 Year,Yes,48061.0,160.0,98,0
247062,Male,43,1,15.0,0,1-2 Year,Yes,2630.0,156.0,186,1
331122,Female,26,1,28.0,1,< 1 Year,No,42965.0,152.0,149,0
195374,Male,56,1,11.0,0,1-2 Year,Yes,2630.0,157.0,284,0
206767,Male,51,1,28.0,0,1-2 Year,Yes,42591.0,124.0,61,0
6296,Male,55,1,8.0,0,1-2 Year,No,53686.0,19.0,113,0
334667,Female,26,1,12.0,1,< 1 Year,No,26431.0,152.0,97,0
321018,Male,60,1,28.0,0,> 2 Years,Yes,40524.0,26.0,39,0
8246,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,44.0,248,0
327820,Male,25,1,48.0,0,< 1 Year,Yes,2630.0,156.0,237,0
260319,Male,55,1,28.0,0,< 1 Year,Yes,54161.0,26.0,190,1
225501,Male,25,1,33.0,1,< 1 Year,No,26143.0,152.0,200,0
287857,Male,31,1,6.0,1,< 1 Year,No,23408.0,152.0,261,0
363815,Female,41,1,28.0,0,1-2 Year,No,49871.0,124.0,119,1
72614,Male,30,1,28.0,1,< 1 Year,No,38482.0,152.0,10,0
20809,Female,30,1,46.0,1,< 1 Year,No,33113.0,152.0,100,0
11528,Male,41,1,45.0,0,1-2 Year,Yes,29129.0,26.0,180,0
48997,Female,45,1,28.0,1,1-2 Year,No,28696.0,124.0,187,0
223234,Female,32,1,41.0,0,< 1 Year,Yes,31599.0,152.0,251,0
116513,Male,65,1,24.0,1,1-2 Year,Yes,35741.0,26.0,243,0
340810,Male,21,1,29.0,1,1-2 Year,No,2630.0,157.0,223,0
94872,Male,30,1,28.0,1,< 1 Year,No,76067.0,152.0,169,0
72452,Male,25,1,46.0,1,< 1 Year,No,28671.0,152.0,166,0
27273,Male,26,1,3.0,1,< 1 Year,No,26215.0,152.0,241,0
358973,Female,23,1,28.0,0,< 1 Year,Yes,2630.0,163.0,82,0
218477,Male,34,1,26.0,0,1-2 Year,Yes,29715.0,120.0,15,1
57055,Male,38,1,8.0,0,1-2 Year,Yes,40359.0,26.0,240,1
161359,Male,26,1,3.0,1,< 1 Year,No,33938.0,152.0,270,0
179057,Female,33,1,41.0,1,< 1 Year,No,25908.0,152.0,64,0
185026,Male,40,1,28.0,1,1-2 Year,No,2630.0,154.0,203,0
113271,Female,40,1,28.0,1,1-2 Year,No,35935.0,155.0,166,0
249118,Male,27,1,15.0,1,< 1 Year,No,22932.0,152.0,170,0
156122,Female,38,1,18.0,0,1-2 Year,Yes,28791.0,26.0,204,1
376883,Female,33,1,30.0,1,< 1 Year,No,34808.0,152.0,55,0
307511,Male,34,1,28.0,0,1-2 Year,Yes,26418.0,154.0,142,1
181981,Male,58,1,46.0,0,1-2 Year,Yes,42754.0,11.0,298,1
353602,Female,21,1,46.0,1,< 1 Year,No,24896.0,160.0,69,0
322750,Male,57,1,24.0,0,1-2 Year,Yes,33802.0,26.0,190,0
86755,Female,22,1,41.0,0,< 1 Year,Yes,33948.0,152.0,189,0
375201,Female,28,1,8.0,1,< 1 Year,No,40434.0,152.0,114,0
378080,Male,45,1,8.0,1,1-2 Year,Yes,42678.0,124.0,297,0
322605,Female,32,1,34.0,0,< 1 Year,Yes,2630.0,152.0,21,0
8164,Female,23,1,28.0,1,< 1 Year,No,37740.0,152.0,210,0
275382,Female,55,1,28.0,0,1-2 Year,Yes,42873.0,26.0,125,1
38992,Male,30,1,46.0,0,< 1 Year,Yes,2630.0,152.0,200,0
296591,Female,22,1,50.0,1,< 1 Year,No,42738.0,152.0,238,0
12021,Female,24,1,46.0,1,< 1 Year,No,32790.0,152.0,260,0
64452,Female,22,1,33.0,1,< 1 Year,No,27329.0,152.0,26,0
227699,Female,49,1,11.0,0,1-2 Year,Yes,2630.0,26.0,220,1
365470,Female,22,1,27.0,0,< 1 Year,Yes,33236.0,152.0,292,0
176373,Male,25,1,29.0,1,< 1 Year,No,33464.0,26.0,92,0
147905,Male,42,1,41.0,1,1-2 Year,No,33592.0,26.0,217,0
326759,Male,26,1,18.0,1,< 1 Year,No,42974.0,152.0,241,0
233565,Male,39,1,8.0,0,1-2 Year,Yes,26228.0,7.0,110,1
331349,Male,42,1,17.0,0,1-2 Year,Yes,32676.0,26.0,42,0
301282,Male,24,1,13.0,1,< 1 Year,No,31557.0,152.0,79,0
188958,Female,29,1,28.0,1,< 1 Year,No,41386.0,152.0,38,0
380483,Female,36,1,28.0,0,1-2 Year,Yes,2630.0,156.0,38,0
218659,Female,33,1,33.0,1,< 1 Year,No,32880.0,152.0,85,0
302536,Female,48,1,46.0,0,1-2 Year,Yes,21479.0,26.0,289,1
1282,Female,72,1,8.0,1,1-2 Year,No,28884.0,26.0,150,0
366304,Male,71,1,7.0,0,1-2 Year,Yes,49811.0,124.0,64,0
191794,Male,41,1,14.0,0,1-2 Year,No,25854.0,124.0,11,0
271376,Male,52,1,41.0,0,> 2 Years,Yes,31165.0,12.0,204,0
329440,Female,25,1,50.0,1,< 1 Year,No,30616.0,152.0,26,0
375989,Female,45,1,46.0,0,1-2 Year,Yes,2630.0,124.0,61,0
240499,Male,24,1,29.0,1,< 1 Year,No,34428.0,152.0,166,0
341724,Female,51,1,28.0,0,> 2 Years,Yes,48981.0,26.0,298,1
87322,Female,23,1,10.0,1,< 1 Year,No,20313.0,152.0,265,0
15966,Male,40,1,28.0,0,1-2 Year,Yes,48219.0,124.0,265,1
88062,Male,53,1,3.0,0,1-2 Year,No,2630.0,26.0,182,0
302838,Female,60,1,11.0,1,1-2 Year,No,2630.0,124.0,190,0
294861,Female,29,1,13.0,1,< 1 Year,No,25871.0,152.0,198,0
101211,Male,51,1,14.0,0,1-2 Year,No,28648.0,26.0,270,0
257180,Male,67,1,46.0,0,1-2 Year,Yes,26592.0,124.0,113,0
332821,Female,25,1,37.0,0,< 1 Year,No,32554.0,152.0,101,0
298280,Male,53,1,38.0,0,1-2 Year,Yes,2630.0,26.0,298,0
309834,Male,21,1,2.0,1,< 1 Year,No,30031.0,160.0,47,0
373521,Female,50,1,28.0,1,1-2 Year,No,45862.0,26.0,76,0
21822,Male,62,1,7.0,0,1-2 Year,Yes,2630.0,124.0,19,1
190668,Female,70,1,28.0,1,1-2 Year,No,48292.0,26.0,34,0
16025,Male,23,1,27.0,0,< 1 Year,Yes,2630.0,26.0,162,0
79170,Female,76,1,28.0,1,1-2 Year,No,46994.0,26.0,46,0
376580,Female,25,1,18.0,1,< 1 Year,No,31870.0,152.0,131,0
233865,Male,32,1,15.0,1,< 1 Year,No,29230.0,152.0,10,0
219822,Male,24,1,2.0,0,< 1 Year,Yes,21881.0,152.0,225,0
151916,Male,40,1,8.0,0,1-2 Year,Yes,25656.0,8.0,154,1
210214,Female,56,1,19.0,0,1-2 Year,Yes,44834.0,26.0,153,0
268756,Female,47,1,28.0,1,1-2 Year,No,2630.0,26.0,213,0
242289,Male,38,1,3.0,0,1-2 Year,Yes,46225.0,124.0,224,1
199998,Male,52,1,29.0,0,1-2 Year,Yes,36164.0,26.0,233,1
271993,Female,40,1,29.0,0,1-2 Year,Yes,33197.0,26.0,87,1
46070,Male,73,1,8.0,0,1-2 Year,Yes,42415.0,26.0,62,0
19338,Female,31,1,28.0,0,< 1 Year,Yes,33880.0,124.0,81,1
219283,Female,43,1,28.0,0,1-2 Year,Yes,29440.0,125.0,96,0
298086,Male,21,1,33.0,1,< 1 Year,No,30311.0,152.0,298,0
53041,Male,36,1,46.0,0,1-2 Year,Yes,2630.0,152.0,286,1
291765,Female,25,1,38.0,1,< 1 Year,No,34126.0,152.0,158,0
51948,Female,23,1,13.0,1,< 1 Year,No,32015.0,152.0,277,0
363498,Male,69,1,28.0,1,1-2 Year,No,199996.0,26.0,44,0
39863,Female,33,1,35.0,1,< 1 Year,No,30221.0,152.0,269,0
309229,Male,43,1,28.0,0,1-2 Year,Yes,35664.0,26.0,163,0
153651,Female,23,1,21.0,1,< 1 Year,No,25662.0,152.0,220,0
334431,Male,32,1,29.0,1,< 1 Year,No,37238.0,151.0,174,0
248728,Male,30,1,9.0,1,< 1 Year,No,37670.0,152.0,104,0
107132,Male,39,1,37.0,1,1-2 Year,No,2630.0,26.0,257,0
112450,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,122.0,196,1
368197,Female,23,1,28.0,0,< 1 Year,Yes,2630.0,156.0,168,0
113815,Female,24,1,15.0,0,< 1 Year,No,43564.0,152.0,88,0
43916,Female,23,1,17.0,0,< 1 Year,No,42920.0,26.0,133,0
353389,Male,23,1,41.0,0,< 1 Year,Yes,48931.0,152.0,15,0
305516,Male,27,1,41.0,1,< 1 Year,No,22977.0,152.0,244,0
92665,Male,55,1,15.0,1,1-2 Year,No,34642.0,26.0,278,0
111239,Female,27,1,17.0,1,< 1 Year,No,2630.0,160.0,113,0
163922,Male,52,1,25.0,0,1-2 Year,Yes,18128.0,26.0,177,0
240378,Female,21,1,8.0,1,< 1 Year,No,36997.0,160.0,126,0
231958,Female,61,1,8.0,1,1-2 Year,Yes,2630.0,7.0,168,0
20875,Female,71,1,28.0,1,1-2 Year,No,25737.0,26.0,38,0
372706,Female,40,1,28.0,0,1-2 Year,Yes,40947.0,124.0,94,0
363450,Female,24,1,39.0,0,< 1 Year,Yes,27930.0,26.0,240,0
216852,Female,73,1,28.0,0,1-2 Year,Yes,2630.0,24.0,175,0
160966,Male,46,1,26.0,0,1-2 Year,Yes,28108.0,124.0,71,1
217944,Male,45,1,46.0,0,> 2 Years,Yes,37484.0,124.0,184,0
3457,Female,21,1,28.0,0,< 1 Year,Yes,35219.0,152.0,112,0
334306,Male,70,1,46.0,1,1-2 Year,No,32506.0,122.0,13,0
298659,Male,71,1,28.0,1,1-2 Year,No,50249.0,124.0,290,0
128544,Male,22,1,46.0,1,< 1 Year,No,37233.0,160.0,198,0
364738,Female,50,1,13.0,1,1-2 Year,No,31612.0,152.0,262,0
378390,Female,23,1,45.0,1,< 1 Year,No,25044.0,152.0,188,0
280624,Female,24,1,11.0,1,< 1 Year,No,30161.0,152.0,170,0
301566,Female,39,1,41.0,0,1-2 Year,Yes,31544.0,26.0,184,1
241956,Female,21,1,8.0,0,< 1 Year,Yes,2630.0,163.0,206,0
122994,Male,45,1,28.0,0,1-2 Year,Yes,36142.0,26.0,178,0
380662,Male,25,1,8.0,1,< 1 Year,No,43043.0,152.0,218,0
244998,Female,25,1,32.0,1,< 1 Year,No,2630.0,152.0,212,0
306835,Female,24,1,15.0,0,< 1 Year,Yes,24570.0,152.0,234,0
195458,Male,53,1,28.0,0,> 2 Years,Yes,50806.0,26.0,32,1
32936,Male,48,1,28.0,0,1-2 Year,No,56012.0,26.0,50,0
11485,Male,20,1,30.0,0,< 1 Year,Yes,27443.0,160.0,229,0
168400,Male,20,1,15.0,1,< 1 Year,No,48781.0,160.0,274,0
104782,Male,29,1,50.0,1,< 1 Year,No,34584.0,152.0,268,0
271117,Male,52,1,8.0,1,1-2 Year,No,46756.0,26.0,292,0
273954,Female,59,1,18.0,0,1-2 Year,Yes,31773.0,124.0,129,0
107057,Male,57,1,28.0,1,1-2 Year,Yes,39770.0,152.0,241,0
129658,Male,40,1,41.0,0,1-2 Year,Yes,31807.0,156.0,145,1
204025,Female,52,1,28.0,0,1-2 Year,Yes,34918.0,26.0,270,0
248701,Male,39,1,28.0,0,1-2 Year,Yes,38686.0,154.0,16,1
48492,Female,25,1,37.0,0,< 1 Year,No,14323.0,152.0,139,0
146962,Female,26,1,28.0,0,1-2 Year,Yes,2630.0,26.0,24,0
244961,Female,23,1,37.0,1,< 1 Year,No,33333.0,152.0,111,0
186267,Male,31,1,29.0,1,< 1 Year,No,2630.0,152.0,263,0
193312,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,158.0,188,0
294608,Male,59,1,39.0,0,> 2 Years,Yes,28373.0,26.0,298,1
91334,Male,21,1,3.0,0,< 1 Year,Yes,23042.0,160.0,225,0
42771,Male,37,1,45.0,0,1-2 Year,Yes,23508.0,26.0,283,0
82494,Male,55,1,50.0,1,1-2 Year,No,37649.0,18.0,181,0
337057,Male,49,1,26.0,0,1-2 Year,Yes,26525.0,157.0,30,0
22547,Female,54,1,28.0,0,1-2 Year,Yes,38890.0,122.0,181,0
298078,Female,26,1,18.0,1,< 1 Year,No,39908.0,152.0,29,0
128560,Female,28,1,28.0,1,< 1 Year,No,2630.0,152.0,251,0
126711,Female,67,1,46.0,1,1-2 Year,No,33722.0,26.0,72,0
236572,Male,51,1,28.0,0,> 2 Years,Yes,41904.0,122.0,78,0
14177,Male,20,1,37.0,0,< 1 Year,No,2630.0,160.0,60,0
367183,Male,50,1,31.0,1,1-2 Year,No,2630.0,26.0,157,0
139481,Female,45,1,28.0,1,1-2 Year,No,56002.0,26.0,64,0
220822,Male,37,1,20.0,0,1-2 Year,Yes,2630.0,124.0,146,0
350134,Female,75,1,8.0,0,1-2 Year,Yes,78555.0,25.0,150,0
24191,Male,22,1,46.0,1,< 1 Year,No,24917.0,152.0,166,0
224298,Male,39,1,2.0,1,1-2 Year,No,37546.0,26.0,63,0
84712,Male,44,1,28.0,0,1-2 Year,Yes,31550.0,124.0,33,0
204462,Male,69,1,28.0,0,> 2 Years,Yes,36941.0,155.0,88,0
192121,Male,29,1,28.0,0,< 1 Year,Yes,31084.0,152.0,148,0
63702,Female,20,1,16.0,1,< 1 Year,No,27324.0,160.0,61,0
144779,Male,23,1,39.0,0,< 1 Year,Yes,2630.0,151.0,192,0
181796,Male,55,1,28.0,0,> 2 Years,Yes,37851.0,114.0,158,0
274505,Female,29,1,40.0,0,< 1 Year,Yes,35409.0,152.0,94,0
197137,Male,27,1,14.0,0,< 1 Year,No,39842.0,152.0,169,0
249414,Male,48,1,46.0,1,1-2 Year,No,37387.0,11.0,138,0
112134,Female,25,1,33.0,1,< 1 Year,No,30612.0,152.0,13,0
127670,Male,22,1,30.0,0,< 1 Year,Yes,29786.0,152.0,209,0
172452,Male,21,1,7.0,0,1-2 Year,Yes,2630.0,156.0,80,0
223888,Male,22,1,36.0,1,< 1 Year,No,27954.0,152.0,225,0
263830,Male,45,1,28.0,0,1-2 Year,Yes,33903.0,25.0,143,0
217580,Female,61,1,18.0,1,1-2 Year,No,23371.0,26.0,26,0
204090,Male,33,1,28.0,1,< 1 Year,No,2630.0,154.0,92,0
201164,Male,40,1,28.0,0,1-2 Year,Yes,24701.0,124.0,30,0
69658,Female,50,1,28.0,0,1-2 Year,Yes,120406.0,26.0,140,0
56016,Female,23,1,41.0,1,< 1 Year,No,24315.0,152.0,227,0
135918,Male,21,1,41.0,1,< 1 Year,No,27877.0,152.0,48,0
26241,Male,40,1,28.0,0,1-2 Year,Yes,35000.0,124.0,237,0
291171,Male,20,1,10.0,0,< 1 Year,Yes,30330.0,160.0,144,0
175947,Male,47,1,29.0,0,1-2 Year,Yes,25340.0,124.0,48,1
310686,Female,22,1,2.0,0,< 1 Year,Yes,29906.0,152.0,54,0
85856,Male,24,1,15.0,0,< 1 Year,No,35969.0,152.0,118,0
98627,Female,25,1,45.0,0,< 1 Year,Yes,27232.0,152.0,58,0
262277,Male,41,1,36.0,0,1-2 Year,Yes,32364.0,124.0,223,1
201974,Male,79,1,28.0,1,1-2 Year,No,59167.0,26.0,165,0
135138,Female,42,1,28.0,0,1-2 Year,Yes,32543.0,124.0,69,0
130554,Female,22,1,36.0,0,< 1 Year,Yes,47902.0,152.0,162,0
340824,Female,55,1,8.0,0,> 2 Years,Yes,2630.0,156.0,115,0
71789,Male,58,1,8.0,0,1-2 Year,Yes,74534.0,26.0,193,0
92929,Male,73,1,8.0,1,1-2 Year,No,34437.0,19.0,36,0
108373,Female,24,1,15.0,0,< 1 Year,No,32525.0,152.0,110,0
313795,Female,31,1,39.0,0,< 1 Year,Yes,38779.0,122.0,164,0
370903,Male,22,1,45.0,1,< 1 Year,No,25953.0,152.0,119,0
292650,Female,24,1,36.0,1,< 1 Year,No,32226.0,152.0,23,0
100120,Female,22,1,2.0,0,1-2 Year,Yes,35163.0,26.0,46,0
80109,Male,49,1,48.0,1,1-2 Year,No,2630.0,26.0,16,0
211950,Female,44,1,28.0,0,1-2 Year,Yes,25812.0,124.0,153,0
286096,Male,23,1,10.0,1,< 1 Year,No,21753.0,152.0,43,0
348260,Male,24,1,11.0,1,< 1 Year,No,25642.0,26.0,226,0
281331,Female,23,1,15.0,0,< 1 Year,Yes,39459.0,152.0,130,0
34117,Female,25,1,3.0,0,< 1 Year,No,2630.0,152.0,274,0
52215,Male,22,1,15.0,0,< 1 Year,Yes,36362.0,152.0,55,0
232452,Female,43,1,18.0,1,1-2 Year,No,30171.0,124.0,33,0
165459,Male,23,1,15.0,1,< 1 Year,No,41263.0,152.0,28,0
299745,Female,23,1,8.0,1,< 1 Year,No,64822.0,152.0,78,0
264675,Female,29,1,50.0,1,< 1 Year,No,36839.0,152.0,195,0
331077,Female,23,1,47.0,1,< 1 Year,No,35586.0,26.0,214,0
233467,Female,23,1,46.0,1,< 1 Year,No,2630.0,152.0,133,0
128729,Female,44,1,28.0,0,1-2 Year,Yes,32419.0,52.0,133,0
193571,Male,50,1,28.0,0,> 2 Years,Yes,49792.0,26.0,29,1
217541,Male,59,1,28.0,1,1-2 Year,No,31087.0,124.0,150,0
344631,Male,47,1,35.0,0,1-2 Year,Yes,26258.0,124.0,99,0
196944,Male,61,1,8.0,0,1-2 Year,Yes,45868.0,26.0,165,0
89036,Female,20,1,47.0,0,< 1 Year,Yes,27437.0,160.0,54,0
332360,Male,23,1,18.0,1,< 1 Year,No,22325.0,152.0,21,0
39230,Male,39,1,39.0,0,1-2 Year,Yes,35480.0,15.0,30,0
29083,Male,53,1,45.0,0,1-2 Year,Yes,34753.0,124.0,225,1
47505,Female,28,1,33.0,0,< 1 Year,Yes,24607.0,152.0,24,0
178161,Female,21,1,47.0,0,< 1 Year,No,34084.0,152.0,126,0
134864,Female,53,1,28.0,0,1-2 Year,Yes,32857.0,26.0,29,1
195146,Male,54,1,28.0,0,1-2 Year,Yes,40519.0,26.0,81,0
237147,Male,60,1,46.0,1,1-2 Year,No,28185.0,26.0,184,0
283235,Female,27,1,50.0,1,< 1 Year,No,24005.0,152.0,69,0
300615,Female,21,1,50.0,1,< 1 Year,No,39618.0,152.0,214,0
349594,Male,22,1,45.0,1,< 1 Year,No,2630.0,152.0,237,0
246846,Male,53,1,37.0,1,1-2 Year,No,46318.0,18.0,120,0
61683,Male,70,1,5.0,0,1-2 Year,Yes,35144.0,124.0,76,0
53396,Female,40,1,28.0,1,1-2 Year,No,36480.0,26.0,59,0
68414,Female,40,1,28.0,1,1-2 Year,No,32815.0,152.0,143,0
283584,Female,24,1,35.0,1,< 1 Year,No,44633.0,152.0,198,0
326568,Male,36,1,36.0,0,1-2 Year,Yes,2630.0,157.0,11,0
298789,Male,49,1,29.0,0,1-2 Year,Yes,37623.0,26.0,100,1
243429,Male,47,1,9.0,0,1-2 Year,Yes,27440.0,157.0,148,1
284416,Male,42,1,28.0,1,1-2 Year,Yes,37369.0,124.0,292,0
334808,Male,27,1,3.0,1,< 1 Year,No,48181.0,152.0,142,0
32238,Male,47,1,28.0,1,1-2 Year,No,39185.0,26.0,82,0
250221,Male,21,1,15.0,0,< 1 Year,No,21577.0,152.0,87,0
151041,Female,21,1,8.0,0,< 1 Year,No,45718.0,160.0,286,0
332238,Male,36,1,28.0,0,1-2 Year,Yes,2630.0,124.0,165,1
138431,Female,48,1,28.0,0,1-2 Year,Yes,52740.0,26.0,186,0
38287,Female,31,1,50.0,0,< 1 Year,Yes,2630.0,157.0,182,0
344405,Female,53,1,28.0,0,> 2 Years,Yes,2630.0,122.0,136,0
81609,Female,35,1,28.0,1,1-2 Year,No,24666.0,152.0,289,0
321063,Male,26,1,13.0,0,< 1 Year,No,14158.0,152.0,37,0
42203,Male,55,1,47.0,1,1-2 Year,No,26852.0,26.0,252,0
364476,Female,23,1,18.0,0,< 1 Year,Yes,26867.0,152.0,150,0
156189,Female,51,1,9.0,1,1-2 Year,No,26067.0,124.0,209,0
285300,Female,47,1,28.0,0,1-2 Year,Yes,30690.0,26.0,233,1
173117,Male,53,1,46.0,0,1-2 Year,Yes,28920.0,124.0,214,0
282432,Male,40,1,28.0,0,1-2 Year,Yes,46163.0,26.0,209,0
297812,Male,24,1,14.0,1,< 1 Year,No,28707.0,152.0,52,0
232064,Female,28,1,11.0,0,< 1 Year,Yes,27110.0,156.0,75,0
59304,Male,23,1,36.0,1,< 1 Year,No,2630.0,160.0,192,0
335461,Female,33,1,38.0,1,< 1 Year,No,31550.0,152.0,94,0
13321,Female,46,1,8.0,0,1-2 Year,No,46683.0,124.0,112,0
268078,Female,22,1,8.0,1,< 1 Year,No,43565.0,160.0,73,0
16564,Female,40,1,28.0,0,1-2 Year,Yes,40395.0,124.0,87,1
25275,Female,24,1,9.0,1,< 1 Year,No,38806.0,152.0,31,0
336318,Female,31,1,33.0,1,< 1 Year,No,2630.0,152.0,24,0
331967,Male,25,1,22.0,1,< 1 Year,No,2630.0,152.0,14,0
282537,Male,49,1,46.0,1,1-2 Year,No,2630.0,11.0,160,0
341767,Female,37,1,50.0,1,1-2 Year,No,32394.0,152.0,85,0
357018,Male,61,1,35.0,0,1-2 Year,Yes,39451.0,26.0,273,0
242429,Male,45,1,37.0,0,1-2 Year,Yes,29899.0,152.0,119,0
380536,Male,77,1,7.0,1,1-2 Year,Yes,25286.0,26.0,236,0
61944,Female,42,1,42.0,0,1-2 Year,Yes,37436.0,124.0,148,0
205854,Male,53,1,15.0,0,1-2 Year,Yes,22318.0,26.0,77,0
242010,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,173,0
270555,Female,25,1,8.0,1,< 1 Year,No,55137.0,152.0,199,0
61566,Male,23,1,8.0,1,< 1 Year,No,25110.0,160.0,251,0
5810,Male,40,1,28.0,0,1-2 Year,Yes,54355.0,156.0,178,1
333123,Male,37,1,46.0,1,1-2 Year,No,24328.0,124.0,177,0
332214,Female,50,1,28.0,0,1-2 Year,Yes,65540.0,26.0,148,0
94384,Female,61,1,51.0,0,> 2 Years,Yes,32583.0,26.0,110,0
31842,Female,49,1,21.0,1,1-2 Year,No,32315.0,124.0,103,0
196726,Male,28,1,30.0,1,< 1 Year,No,22571.0,152.0,10,0
53451,Male,25,1,28.0,1,< 1 Year,No,75448.0,152.0,272,0
361227,Female,26,1,28.0,0,< 1 Year,Yes,48824.0,152.0,39,0
99115,Male,45,1,11.0,1,1-2 Year,No,30563.0,122.0,73,0
222247,Female,66,1,15.0,0,1-2 Year,Yes,39823.0,124.0,46,0
87570,Male,70,1,3.0,0,> 2 Years,Yes,43261.0,26.0,65,0
180838,Female,26,1,8.0,1,< 1 Year,No,42850.0,152.0,18,0
374716,Female,24,1,50.0,1,< 1 Year,No,32889.0,152.0,162,0
288988,Male,28,1,2.0,1,< 1 Year,No,34678.0,152.0,223,0
155743,Male,21,1,46.0,1,< 1 Year,No,23515.0,160.0,248,0
340370,Male,21,1,28.0,0,< 1 Year,Yes,39670.0,124.0,243,1
93093,Male,64,1,33.0,0,1-2 Year,Yes,25563.0,26.0,210,0
173387,Male,26,1,10.0,0,< 1 Year,No,33066.0,152.0,152,0
104335,Female,21,1,8.0,0,< 1 Year,Yes,30955.0,160.0,134,0
